Scenario,timestamp,lat,lon,BASIN,Tropical SST,Local SST,Relative SST
126,2041-02-16 00:00:00,-11.7,157.0,SP,28.184526,30.446823,2.2622967
126,2041-02-20 00:00:00,-9.1,75.6,SI,28.184526,29.654358,1.4698315
126,2041-02-22 00:00:00,-9.6,65.0,SI,28.184526,29.72407,1.5395432
126,2041-02-24 00:00:00,-19.3,199.3,SP,28.184526,28.883444,0.6989174
126,2041-03-01 00:00:00,-11.0,178.1,SP,28.463495,30.648972,2.1854763
126,2041-03-03 00:00:00,-13.3,126.7,SI,28.463495,30.925684,2.4621887
126,2041-03-28 00:00:00,-6.0,63.1,SI,28.463495,30.127893,1.6643982
126,2041-04-08 00:00:00,-10.3,131.7,SI,28.714264,30.41423,1.6999664
126,2041-04-15 00:00:00,-10.7,82.1,SI,28.714264,29.515491,0.80122757
126,2041-05-02 00:00:00,9.4,142.7,WP,28.671286,29.714548,1.0432625
126,2041-05-03 00:00:00,-6.0,66.0,SI,28.671286,30.171255,1.4999695
126,2041-05-24 00:00:00,5.7,153.6,WP,28.671286,30.085,1.4137135
126,2041-07-03 00:00:00,12.4,136.5,WP,27.847479,30.127777,2.2802982
126,2041-07-07 00:00:00,16.9,116.9,WP,27.847479,30.182722,2.3352432
126,2041-07-15 00:00:00,6.1,141.0,WP,27.847479,30.607315,2.7598362
126,2041-07-17 00:00:00,21.0,140.9,WP,27.847479,29.774506,1.9270267
126,2041-07-24 00:00:00,15.0,135.1,WP,27.847479,30.071884,2.2244053
126,2041-07-24 00:00:00,11.7,114.1,WP,27.847479,29.900229,2.0527496
126,2041-08-02 00:00:00,10.8,126.6,WP,27.626188,30.246319,2.6201305
126,2041-08-06 00:00:00,7.9,168.6,WP,27.626188,30.467197,2.8410091
126,2041-08-07 00:00:00,15.9,117.0,WP,27.626188,29.988905,2.3627167
126,2041-09-01 00:00:00,14.7,130.3,WP,27.672308,30.157248,2.4849396
126,2041-09-06 00:00:00,16.9,114.7,WP,27.672308,29.837084,2.1647758
126,2041-09-18 00:00:00,5.8,162.4,WP,27.672308,30.787647,3.1153393
126,2041-09-20 00:00:00,6.7,140.5,WP,27.672308,30.478014,2.805706
126,2041-10-10 00:00:00,8.4,162.5,WP,27.910442,30.568428,2.6579857
126,2041-10-16 00:00:00,16.2,125.1,WP,27.910442,29.69892,1.788477
126,2041-11-17 00:00:00,-11.9,169.9,SP,28.09195,29.31601,1.22406
126,2041-11-21 00:00:00,13.4,140.7,WP,28.09195,29.497982,1.4060326
126,2041-11-23 00:00:00,-8.1,70.1,SI,28.09195,28.615383,0.5234337
126,2041-11-26 00:00:00,-3.8,88.0,SI,28.09195,29.086332,0.99438286
126,2041-12-10 00:00:00,-14.3,127.9,SI,28.116465,32.195362,4.0788975
126,2041-12-12 00:00:00,-16.4,139.5,SI,28.116465,31.0719,2.9554348
126,2041-12-28 00:00:00,-9.9,89.2,SI,28.116465,28.55405,0.43758583
126,2041-12-30 00:00:00,-14.4,127.2,SI,28.116465,31.588825,3.4723606
126,2042-01-01 00:00:00,-13.3,69.7,SI,28.099245,28.775478,0.6762333
126,2042-01-22 00:00:00,-7.8,175.0,SP,28.099245,30.721077,2.621832
126,2042-01-27 00:00:00,-10.6,157.7,SP,28.099245,30.41254,2.3132954
126,2042-02-03 00:00:00,-7.6,133.1,SI,28.219332,30.108948,1.889616
126,2042-02-11 00:00:00,-11.0,65.7,SI,28.219332,29.613846,1.3945141
126,2042-02-11 00:00:00,-13.8,55.7,SI,28.219332,29.414783,1.1954517
126,2042-02-15 00:00:00,-12.5,55.4,SI,28.219332,29.450098,1.2307663
126,2042-02-20 00:00:00,-18.7,179.1,SP,28.219332,29.123465,0.90413284
126,2042-02-26 00:00:00,6.1,182.2,WP,28.219332,29.115046,0.8957138
126,2042-02-26 00:00:00,-12.5,72.6,SI,28.219332,29.440228,1.2208958
126,2042-03-03 00:00:00,-10.5,192.0,SP,28.511337,30.658566,2.1472282
126,2042-03-09 00:00:00,-14.9,149.7,SP,28.511337,29.794228,1.2828903
126,2042-03-10 00:00:00,-11.2,100.2,SI,28.511337,29.94713,1.4357929
126,2042-03-10 00:00:00,-12.0,111.0,SI,28.511337,30.099585,1.5882473
126,2042-03-16 00:00:00,-6.2,52.9,SI,28.511337,30.388153,1.8768158
126,2042-03-16 00:00:00,-11.6,114.7,SI,28.511337,30.207516,1.6961784
126,2042-03-17 00:00:00,-14.6,168.0,SP,28.511337,30.124157,1.6128197
126,2042-03-18 00:00:00,-11.8,102.6,SI,28.511337,29.964931,1.4535942
126,2042-03-26 00:00:00,-10.3,175.1,SP,28.511337,30.69647,2.185133
126,2042-04-03 00:00:00,-12.3,53.7,SI,28.788876,29.566704,0.7778282
126,2042-05-14 00:00:00,9.6,143.2,WP,28.738108,29.674,0.9358921
126,2042-05-15 00:00:00,-13.0,134.0,SI,28.738108,29.006563,0.2684555
126,2042-06-16 00:00:00,9.4,142.7,WP,28.349539,30.262552,1.9130135
126,2042-06-23 00:00:00,17.0,126.5,WP,28.349539,30.239466,1.8899269
126,2042-07-02 00:00:00,6.7,197.0,WP,27.881754,29.771124,1.88937
126,2042-07-07 00:00:00,13.0,110.9,WP,27.881754,29.417063,1.5353088
126,2042-07-08 00:00:00,10.5,129.0,WP,27.881754,30.409018,2.5272636
126,2042-07-12 00:00:00,12.0,151.9,WP,27.881754,29.951681,2.0699272
126,2042-07-18 00:00:00,24.8,121.6,WP,27.881754,29.69336,1.8116055
126,2042-07-20 00:00:00,5.2,151.3,WP,27.881754,30.620306,2.738552
126,2042-08-11 00:00:00,20.6,169.6,WP,27.645338,28.917908,1.2725697
126,2042-08-13 00:00:00,7.2,157.0,WP,27.645338,30.600794,2.9554558
126,2042-08-17 00:00:00,18.7,116.8,WP,27.645338,30.110664,2.4653263
126,2042-08-21 00:00:00,5.5,143.8,WP,27.645338,30.562708,2.9173698
126,2042-09-24 00:00:00,4.8,142.1,WP,27.683508,30.578836,2.8953285
126,2042-09-27 00:00:00,9.6,186.8,WP,27.683508,30.291473,2.6079655
126,2042-09-30 00:00:00,18.7,155.4,WP,27.683508,29.730555,2.0470467
126,2042-10-03 00:00:00,13.2,141.4,WP,27.93233,29.98964,2.05731
126,2042-10-08 00:00:00,12.8,158.3,WP,27.93233,30.139517,2.2071877
126,2042-10-23 00:00:00,20.0,111.2,WP,27.93233,28.652819,0.7204895
126,2042-10-26 00:00:00,4.1,156.3,WP,27.93233,30.403214,2.4708843
126,2042-11-08 00:00:00,14.2,114.0,WP,28.118807,28.627573,0.5087662
126,2042-11-21 00:00:00,-11.8,129.3,SI,28.118807,30.177792,2.0589848
126,2042-12-03 00:00:00,-16.5,161.7,SP,28.132025,28.43129,0.2992649
126,2042-12-03 00:00:00,-10.1,66.6,SI,28.132025,28.948017,0.81599236
126,2042-12-04 00:00:00,-9.0,180.0,SP,28.132025,30.539026,2.4070015
126,2042-12-11 00:00:00,-10.6,127.6,SI,28.132025,31.019054,2.8870296
126,2042-12-31 00:00:00,-10.0,211.9,SP,28.132025,29.652424,1.5203991
126,2043-01-24 00:00:00,-8.4,99.6,SI,28.116247,29.707281,1.5910339
126,2043-01-30 00:00:00,-13.2,73.6,SI,28.116247,28.8582,0.7419529
126,2043-02-01 00:00:00,-11.2,101.5,SI,28.222204,29.756638,1.5344334
126,2043-02-05 00:00:00,-4.5,85.5,SI,28.222204,29.94168,1.7194767
126,2043-02-07 00:00:00,-15.1,192.7,SP,28.222204,29.973166,1.7509613
126,2043-02-08 00:00:00,-9.7,81.6,SI,28.222204,29.683086,1.4608822
126,2043-02-19 00:00:00,-8.2,163.5,SP,28.222204,30.662663,2.4404583
126,2043-02-26 00:00:00,-10.3,102.6,SI,28.222204,29.850153,1.6279488
126,2043-03-05 00:00:00,-14.9,160.7,SP,28.4972,30.146475,1.6492748
126,2043-03-10 00:00:00,-6.1,76.3,SI,28.4972,30.164755,1.6675549
126,2043-03-12 00:00:00,-12.1,102.7,SI,28.4972,29.896513,1.399313
126,2043-03-15 00:00:00,-13.3,78.4,SI,28.4972,29.367222,0.8700218
126,2043-04-18 00:00:00,-6.5,68.3,SI,28.75472,30.435678,1.6809578
126,2043-05-22 00:00:00,11.6,124.0,WP,28.708374,29.850025,1.1416512
126,2043-05-29 00:00:00,-9.9,76.5,SI,28.708374,28.926662,0.21828842
126,2043-06-02 00:00:00,14.3,134.7,WP,28.307035,29.912317,1.6052818
126,2043-06-26 00:00:00,5.0,176.5,WP,28.307035,30.088245,1.78121
126,2043-07-05 00:00:00,8.3,115.1,WP,27.858732,30.505945,2.647213
126,2043-07-08 00:00:00,7.9,142.4,WP,27.858732,30.435297,2.5765648
126,2043-07-09 00:00:00,17.2,131.0,WP,27.858732,30.354202,2.49547
126,2043-07-22 00:00:00,12.0,144.0,WP,27.858732,30.102276,2.2435436
126,2043-07-25 00:00:00,5.0,176.5,WP,27.858732,30.239197,2.3804646
126,2043-07-31 00:00:00,11.0,177.0,WP,27.858732,29.352772,1.4940395
126,2043-08-10 00:00:00,16.7,139.4,WP,27.606852,30.154486,2.5476341
126,2043-08-21 00:00:00,9.3,129.9,WP,27.606852,30.38904,2.7821884
126,2043-08-29 00:00:00,11.1,163.8,WP,27.606852,30.026367,2.4195156
126,2043-09-09 00:00:00,8.6,166.9,WP,27.639547,30.49526,2.855713
126,2043-09-10 00:00:00,6.7,161.1,WP,27.639547,30.642853,3.0033054
126,2043-09-27 00:00:00,6.0,133.5,WP,27.639547,30.597443,2.9578953
126,2043-09-28 00:00:00,12.8,180.8,WP,27.639547,29.837015,2.1974678
126,2043-10-05 00:00:00,8.1,140.9,WP,27.869726,30.398535,2.5288086
126,2043-10-08 00:00:00,6.0,150.0,WP,27.869726,30.506203,2.6364765
126,2043-10-14 00:00:00,14.6,141.1,WP,27.869726,30.047531,2.177805
126,2043-10-15 00:00:00,-10.1,178.0,SP,27.869726,29.79801,1.9282837
126,2043-10-16 00:00:00,7.2,155.9,WP,27.869726,30.542664,2.6729374
126,2043-10-18 00:00:00,11.2,146.2,WP,27.869726,30.209885,2.3401585
126,2043-10-31 00:00:00,14.0,148.4,WP,27.869726,29.959955,2.090229
126,2043-11-02 00:00:00,-14.9,114.3,SI,28.037731,28.805288,0.76755714
126,2043-11-06 00:00:00,11.1,159.5,WP,28.037731,29.727327,1.6895962
126,2043-11-09 00:00:00,13.2,118.5,WP,28.037731,29.137758,1.1000271
126,2043-11-16 00:00:00,7.6,126.1,WP,28.037731,29.829062,1.7913303
126,2043-11-20 00:00:00,-5.1,93.9,SI,28.037731,28.83248,0.7947483
126,2044-01-02 00:00:00,-14.0,108.6,SI,28.024057,29.091589,1.0675316
126,2044-01-04 00:00:00,-7.0,47.8,SI,28.024057,29.588491,1.564434
126,2044-01-12 00:00:00,-18.7,179.1,SP,28.024057,28.449234,0.42517662
126,2044-01-31 00:00:00,-11.9,169.9,SP,28.024057,30.27649,2.2524319
126,2044-02-19 00:00:00,-13.1,131.2,SI,28.144085,30.908113,2.7640285
126,2044-02-20 00:00:00,-9.5,193.8,SP,28.144085,30.439749,2.2956638
126,2044-03-06 00:00:00,-15.4,172.1,SP,28.412146,30.048843,1.6366978
126,2044-03-07 00:00:00,-9.1,195.1,SP,28.412146,30.57868,2.1665344
126,2044-03-12 00:00:00,-6.0,92.1,SI,28.412146,30.013113,1.6009674
126,2044-03-19 00:00:00,-3.2,159.2,SP,28.412146,30.28415,1.8720036
126,2044-04-20 00:00:00,-14.7,70.6,SI,28.680552,28.923157,0.24260521
126,2044-05-05 00:00:00,-10.0,95.0,SI,28.659286,29.327997,0.6687107
126,2044-05-10 00:00:00,8.1,140.6,WP,28.659286,29.979599,1.3203125
126,2044-05-25 00:00:00,12.7,153.2,WP,28.659286,28.74674,0.08745384
126,2044-05-25 00:00:00,4.0,176.0,WP,28.659286,29.775112,1.1158257
126,2044-06-24 00:00:00,10.8,115.6,WP,28.300936,30.429825,2.128889
126,2044-07-07 00:00:00,17.2,146.5,WP,27.867968,29.852945,1.9849777
126,2044-07-08 00:00:00,27.0,135.0,WP,27.867968,28.661509,0.79354095
126,2044-08-06 00:00:00,26.6,148.8,WP,27.627035,28.869923,1.2428875
126,2044-08-11 00:00:00,9.5,146.2,WP,27.627035,30.461359,2.834324
126,2044-08-21 00:00:00,10.1,158.6,WP,27.627035,30.414068,2.787033
126,2044-09-02 00:00:00,15.1,178.0,WP,27.671978,29.768578,2.0965996
126,2044-09-08 00:00:00,21.6,118.3,WP,27.671978,29.737852,2.065874
126,2044-09-16 00:00:00,11.6,138.3,WP,27.671978,30.276815,2.6048374
126,2044-09-19 00:00:00,11.0,193.0,WP,27.671978,30.011826,2.3398476
126,2044-09-20 00:00:00,16.1,141.4,WP,27.671978,30.187283,2.5153046
126,2044-09-27 00:00:00,16.2,148.2,WP,27.671978,30.088436,2.4164581
126,2044-10-01 00:00:00,21.6,117.5,WP,27.89686,28.33082,0.43395996
126,2044-10-03 00:00:00,5.0,139.1,WP,27.89686,30.648151,2.7512913
126,2044-10-16 00:00:00,3.2,153.3,WP,27.89686,30.412455,2.5155945
126,2044-10-19 00:00:00,-13.5,119.8,SI,27.89686,28.984247,1.0873871
126,2044-10-21 00:00:00,12.1,150.9,WP,27.89686,30.071917,2.1750565
126,2044-10-21 00:00:00,5.2,153.5,WP,27.89686,30.603659,2.7067986
126,2044-10-26 00:00:00,14.1,128.0,WP,27.89686,29.88766,1.990799
126,2044-11-12 00:00:00,17.5,161.4,WP,28.062145,28.513926,0.45178032
126,2044-12-22 00:00:00,-12.9,162.0,SP,28.085104,29.815659,1.7305546
126,2045-01-04 00:00:00,-11.2,81.0,SI,28.073296,28.987007,0.91371155
126,2045-01-05 00:00:00,5.2,151.3,WP,28.073296,29.8497,1.7764053
126,2045-01-06 00:00:00,-9.0,80.0,SI,28.073296,29.332365,1.2590694
126,2045-01-07 00:00:00,-8.3,131.6,SI,28.073296,30.506294,2.4329987
126,2045-01-08 00:00:00,-11.9,102.0,SI,28.073296,29.302242,1.2289467
126,2045-01-13 00:00:00,7.8,132.4,WP,28.073296,29.127533,1.0542374
126,2045-01-13 00:00:00,12.9,134.2,WP,28.073296,28.087458,0.014162064
126,2045-02-24 00:00:00,-16.4,79.4,SI,28.196974,28.282284,0.08530998
126,2045-02-27 00:00:00,-15.0,65.2,SI,28.196974,29.05237,0.8553963
126,2045-03-04 00:00:00,-13.8,76.2,SI,28.471413,29.220835,0.7494221
126,2045-03-06 00:00:00,-10.0,171.7,SP,28.471413,30.594921,2.1235085
126,2045-03-18 00:00:00,-5.6,129.9,SI,28.471413,30.131073,1.6596603
126,2045-03-25 00:00:00,-7.0,99.9,SI,28.471413,30.111439,1.6400261
126,2045-04-14 00:00:00,-16.5,161.7,SP,28.748972,29.109543,0.3605709
126,2045-06-15 00:00:00,15.2,137.4,WP,28.328293,29.79036,1.4620667
126,2045-06-24 00:00:00,8.1,135.9,WP,28.328293,30.582235,2.2539425
126,2045-06-30 00:00:00,15.4,112.2,WP,28.328293,29.699503,1.3712101
126,2045-06-30 00:00:00,9.3,172.3,WP,28.328293,29.500381,1.1720886
126,2045-07-05 00:00:00,18.6,136.1,WP,27.892845,30.156488,2.2636433
126,2045-08-03 00:00:00,4.7,155.1,WP,27.664387,30.633734,2.969347
126,2045-08-06 00:00:00,8.2,146.0,WP,27.664387,30.535473,2.8710861
126,2045-08-08 00:00:00,15.4,138.1,WP,27.664387,30.126745,2.4623585
126,2045-08-11 00:00:00,5.9,145.3,WP,27.664387,30.610184,2.945797
126,2045-08-12 00:00:00,17.9,158.3,WP,27.664387,29.87983,2.2154427
126,2045-08-13 00:00:00,10.6,129.6,WP,27.664387,30.231472,2.5670853
126,2045-09-16 00:00:00,4.8,163.2,WP,27.70458,30.644562,2.9399815
126,2045-09-17 00:00:00,9.2,140.0,WP,27.70458,30.35558,2.650999
126,2045-09-23 00:00:00,13.6,128.0,WP,27.70458,30.003061,2.298481
126,2045-09-25 00:00:00,11.9,144.4,WP,27.70458,30.148438,2.4438572
126,2045-10-08 00:00:00,8.2,154.2,WP,27.94512,30.458914,2.513794
126,2045-10-12 00:00:00,17.0,128.3,WP,27.94512,29.64057,1.6954498
126,2045-10-14 00:00:00,12.6,135.1,WP,27.94512,30.041773,2.096653
126,2045-10-15 00:00:00,11.2,146.2,WP,27.94512,30.117556,2.1724358
126,2045-10-16 00:00:00,19.7,121.3,WP,27.94512,28.862713,0.917593
126,2045-10-26 00:00:00,16.2,125.1,WP,27.94512,29.593388,1.6482677
126,2045-11-04 00:00:00,14.2,156.4,WP,28.12643,29.193335,1.0669041
126,2045-12-06 00:00:00,9.6,186.8,WP,28.1605,29.119732,0.95923233
126,2045-12-07 00:00:00,-10.0,203.2,SP,28.1605,30.118433,1.9579334
126,2045-12-11 00:00:00,-11.2,153.8,SP,28.1605,29.942041,1.7815418
126,2045-12-16 00:00:00,9.1,161.4,WP,28.1605,29.439505,1.279005
126,2045-12-17 00:00:00,-16.5,173.0,SP,28.1605,28.775677,0.61517715
126,2045-12-18 00:00:00,-9.9,74.0,SI,28.1605,28.927967,0.7674675
126,2045-12-24 00:00:00,-13.1,135.2,SI,28.1605,30.75977,2.5992699
126,2045-12-24 00:00:00,-11.1,192.6,SP,28.1605,30.289053,2.1285534
126,2045-12-26 00:00:00,-10.5,86.6,SI,28.1605,28.236103,0.075603485
126,2045-12-29 00:00:00,-14.4,146.4,SP,28.1605,28.740396,0.5798969
126,2046-01-10 00:00:00,-16.5,173.0,SP,28.141903,29.463604,1.321701
126,2046-01-14 00:00:00,-14.8,41.0,SI,28.141903,29.743902,1.6019993
126,2046-01-23 00:00:00,-21.3,40.7,SI,28.141903,30.03233,1.8904266
126,2046-01-23 00:00:00,-19.2,41.2,SI,28.141903,30.108685,1.9667816
126,2046-01-27 00:00:00,-18.6,119.6,SI,28.141903,30.796516,2.6546135
126,2046-01-29 00:00:00,-9.0,80.0,SI,28.141903,29.436157,1.2942543
126,2046-01-30 00:00:00,-9.7,52.7,SI,28.141903,29.581635,1.4397316
126,2046-02-14 00:00:00,-10.6,181.2,SP,28.257933,30.737793,2.4798603
126,2046-02-28 00:00:00,-3.0,80.9,SI,28.257933,29.932407,1.6744747
126,2046-03-09 00:00:00,6.0,152.0,WP,28.529068,29.54765,1.0185814
126,2046-03-10 00:00:00,-11.0,64.0,SI,28.529068,29.995676,1.466608
126,2046-03-16 00:00:00,-9.3,181.7,SP,28.529068,30.821121,2.2920532
126,2046-03-19 00:00:00,-18.9,196.4,SP,28.529068,29.354065,0.82499695
126,2046-03-24 00:00:00,-5.3,100.8,SI,28.529068,30.2839,1.7548313
126,2046-03-26 00:00:00,-10.2,79.6,SI,28.529068,29.68606,1.156992
126,2046-03-28 00:00:00,-3.2,159.2,SP,28.529068,30.467524,1.9384556
126,2046-03-31 00:00:00,-4.6,92.3,SI,28.529068,30.239113,1.7100449
126,2046-04-13 00:00:00,-10.4,184.9,SP,28.790813,30.72933,1.9385166
126,2046-04-29 00:00:00,-13.7,96.3,SI,28.790813,28.984524,0.19371033
126,2046-06-18 00:00:00,7.8,110.0,WP,28.357649,30.38257,2.0249214
126,2046-07-07 00:00:00,16.0,111.3,WP,27.91511,29.67335,1.7582397
126,2046-07-24 00:00:00,12.6,135.4,WP,27.91511,30.213877,2.298767
126,2046-08-05 00:00:00,9.3,131.8,WP,27.673944,30.359886,2.6859417
126,2046-08-06 00:00:00,15.6,114.8,WP,27.673944,29.91892,2.244976
126,2046-08-12 00:00:00,10.0,168.0,WP,27.673944,30.280188,2.6062431
126,2046-08-16 00:00:00,16.1,124.5,WP,27.673944,30.387873,2.7139282
126,2046-08-16 00:00:00,14.2,147.7,WP,27.673944,30.136831,2.4628868
126,2046-08-27 00:00:00,14.8,176.3,WP,27.673944,29.43359,1.7596455
126,2046-08-30 00:00:00,14.2,147.7,WP,27.673944,30.136831,2.4628868
126,2046-09-01 00:00:00,5.9,164.6,WP,27.717087,30.85461,3.1375237
126,2046-09-06 00:00:00,14.6,126.2,WP,27.717087,30.232452,2.5153656
126,2046-09-13 00:00:00,16.4,155.7,WP,27.717087,30.091602,2.3745155
126,2046-09-23 00:00:00,14.1,142.5,WP,27.717087,30.312428,2.5953407
126,2046-09-24 00:00:00,3.4,149.1,WP,27.717087,30.551746,2.8346596
126,2046-10-02 00:00:00,4.6,143.6,WP,27.92974,30.686037,2.7562962
126,2046-10-23 00:00:00,7.7,193.0,WP,27.92974,30.340366,2.4106255
126,2046-10-25 00:00:00,5.7,138.9,WP,27.92974,30.655396,2.7256546
126,2046-10-28 00:00:00,11.7,120.9,WP,27.92974,30.095379,2.165638
126,2046-10-28 00:00:00,22.4,171.5,WP,27.92974,28.11096,0.1812191
126,2046-11-17 00:00:00,-10.7,133.5,SI,28.100508,29.555178,1.45467
126,2046-11-30 00:00:00,6.6,158.2,WP,28.100508,30.51591,2.4154015
126,2046-12-01 00:00:00,-16.5,173.0,SP,28.123604,28.43266,0.30905533
126,2046-12-03 00:00:00,-19.7,120.9,SI,28.123604,30.536097,2.4124928
126,2046-12-08 00:00:00,-10.8,178.8,SP,28.123604,30.41386,2.2902565
126,2046-12-08 00:00:00,-11.6,66.1,SI,28.123604,28.691156,0.56755257
126,2047-01-10 00:00:00,-12.5,55.4,SI,28.082426,29.21785,1.1354237
126,2047-01-10 00:00:00,-15.6,123.7,SI,28.082426,31.118818,3.0363922
126,2047-01-12 00:00:00,-14.5,170.0,SP,28.082426,29.906206,1.8237801
126,2047-01-12 00:00:00,-9.4,74.6,SI,28.082426,29.55925,1.4768238
126,2047-01-13 00:00:00,-18.7,156.0,SP,28.082426,28.719889,0.6374626
126,2047-01-16 00:00:00,-15.6,119.8,SI,28.082426,30.652409,2.5699825
126,2047-01-19 00:00:00,-12.6,71.0,SI,28.082426,29.106852,1.0244255
126,2047-01-25 00:00:00,-11.8,62.0,SI,28.082426,29.364635,1.2822094
126,2047-01-28 00:00:00,-12.1,123.4,SI,28.082426,30.702438,2.6200123
126,2047-02-01 00:00:00,-14.7,146.3,SP,28.193293,30.043686,1.8503933
126,2047-02-04 00:00:00,-6.1,76.3,SI,28.193293,29.72083,1.5275383
126,2047-02-04 00:00:00,-16.5,173.0,SP,28.193293,30.119648,1.9263554
126,2047-02-10 00:00:00,-14.9,38.9,SI,28.193293,29.647118,1.453825
126,2047-02-12 00:00:00,-11.0,163.0,SP,28.193293,30.685583,2.4922905
126,2047-02-13 00:00:00,-10.5,62.9,SI,28.193293,29.87453,1.6812382
126,2047-02-23 00:00:00,-14.0,126.0,SI,28.193293,30.680363,2.48707
126,2047-03-11 00:00:00,-14.8,155.4,SP,28.477772,30.321259,1.8434868
126,2047-03-20 00:00:00,-8.6,92.9,SI,28.477772,29.93097,1.4531975
126,2047-04-10 00:00:00,-12.5,104.5,SI,28.754847,29.696198,0.94135094
126,2047-04-13 00:00:00,-9.0,73.9,SI,28.754847,29.860916,1.1060696
126,2047-04-22 00:00:00,-16.7,125.2,SI,28.754847,30.243032,1.4881859
126,2047-05-15 00:00:00,19.2,119.1,WP,28.705826,29.297344,0.5915184
126,2047-07-06 00:00:00,7.6,129.2,WP,27.91408,30.634995,2.7209148
126,2047-07-21 00:00:00,11.4,162.5,WP,27.91408,29.938854,2.0247746
126,2047-07-22 00:00:00,9.9,147.5,WP,27.91408,30.459263,2.5451832
126,2047-07-23 00:00:00,14.2,147.7,WP,27.91408,30.109299,2.195219
126,2047-08-20 00:00:00,9.3,129.9,WP,27.673513,30.392355,2.7188416
126,2047-08-24 00:00:00,10.8,130.1,WP,27.673513,30.347895,2.6743813
126,2047-08-26 00:00:00,19.4,146.0,WP,27.673513,29.998484,2.3249702
126,2047-09-02 00:00:00,3.3,175.7,WP,27.710299,29.830124,2.1198254
126,2047-09-06 00:00:00,12.0,146.2,WP,27.710299,30.320744,2.610445
126,2047-09-21 00:00:00,19.9,156.2,WP,27.710299,29.750183,2.0398846
126,2047-09-21 00:00:00,16.2,132.2,WP,27.710299,30.185205,2.474907
126,2047-09-22 00:00:00,8.2,140.7,WP,27.710299,30.54155,2.8312511
126,2047-09-25 00:00:00,13.4,138.9,WP,27.710299,30.185696,2.475397
126,2047-10-09 00:00:00,2.9,174.4,WP,27.944544,29.701874,1.75733
126,2047-11-02 00:00:00,6.2,152.8,WP,28.142872,30.49792,2.3550472
126,2047-11-13 00:00:00,-4.8,95.4,SI,28.142872,28.846476,0.70360374
126,2047-11-25 00:00:00,7.1,140.2,WP,28.142872,30.35708,2.2142086
126,2047-12-23 00:00:00,-11.4,158.2,SP,28.18269,30.117277,1.9345875
126,2048-01-08 00:00:00,-14.0,190.0,SP,28.148518,29.931091,1.7825737
126,2048-01-11 00:00:00,-9.0,200.0,SP,28.148518,30.275156,2.1266384
126,2048-01-12 00:00:00,-19.4,37.6,SI,28.148518,29.666733,1.5182152
126,2048-01-13 00:00:00,-15.4,162.8,SP,28.148518,29.569302,1.420784
126,2048-01-17 00:00:00,-15.4,146.2,SP,28.148518,29.560236,1.4117184
126,2048-02-03 00:00:00,-15.1,192.7,SP,28.286758,29.998268,1.7115097
126,2048-02-10 00:00:00,-9.2,84.2,SI,28.286758,29.608133,1.3213749
126,2048-02-11 00:00:00,-18.0,147.4,SP,28.286758,29.425661,1.1389027
126,2048-03-03 00:00:00,-18.4,171.7,SP,28.572601,29.46503,0.89242935
126,2048-03-07 00:00:00,-13.3,78.4,SI,28.572601,29.303349,0.7307472
126,2048-03-11 00:00:00,-17.1,123.9,SI,28.572601,31.72253,3.149929
126,2048-03-15 00:00:00,-17.0,42.9,SI,28.572601,30.63047,2.057869
126,2048-03-19 00:00:00,-10.6,58.5,SI,28.572601,29.955393,1.3827915
126,2048-03-23 00:00:00,-12.8,82.4,SI,28.572601,29.365917,0.7933159
126,2048-03-30 00:00:00,-3.0,80.9,SI,28.572601,30.203558,1.6309566
126,2048-04-01 00:00:00,-10.2,79.6,SI,28.84656,29.520227,0.6736679
126,2048-04-01 00:00:00,-4.6,92.3,SI,28.84656,30.592924,1.7463646
126,2048-04-29 00:00:00,-16.1,206.0,SP,28.84656,29.568623,0.72206306
126,2048-05-02 00:00:00,-12.0,41.0,SI,28.804329,28.865421,0.061092377
126,2048-06-12 00:00:00,9.8,163.2,WP,28.434046,29.567516,1.1334705
126,2048-06-24 00:00:00,5.3,129.0,WP,28.434046,30.854422,2.4203758
126,2048-07-07 00:00:00,7.0,150.5,WP,27.996822,30.571636,2.5748138
126,2048-07-12 00:00:00,4.2,148.3,WP,27.996822,30.777008,2.7801857
126,2048-07-15 00:00:00,16.1,146.2,WP,27.996822,29.788982,1.79216
126,2048-07-30 00:00:00,12.0,151.9,WP,27.996822,29.972265,1.9754429
126,2048-08-09 00:00:00,15.0,135.1,WP,27.765245,30.208435,2.4431896
126,2048-08-19 00:00:00,8.9,135.2,WP,27.765245,30.506695,2.7414494
126,2048-09-09 00:00:00,19.2,140.3,WP,27.803694,30.065008,2.2613144
126,2048-09-15 00:00:00,-8.2,81.4,SI,27.803694,28.129513,0.32581902
126,2048-09-16 00:00:00,17.0,146.4,WP,27.803694,30.035513,2.2318192
126,2048-10-16 00:00:00,16.4,155.7,WP,28.038689,29.689423,1.650734
126,2048-11-08 00:00:00,6.1,177.2,WP,28.225174,30.574362,2.3491879
126,2048-12-23 00:00:00,-12.0,64.0,SI,28.241274,28.619473,0.37819862
126,2048-12-25 00:00:00,15.2,137.3,WP,28.241274,28.40416,0.16288567
126,2049-01-05 00:00:00,-17.4,147.8,SP,28.226496,29.288937,1.0624409
126,2049-01-18 00:00:00,-10.3,94.5,SI,28.226496,29.37866,1.1521645
126,2049-01-31 00:00:00,-12.6,71.0,SI,28.226496,29.113123,0.8866272
